S5AB,S5AN,S5AS,S5CCY,S5ACT,S5II50,S5DTEF,S5DTEH,S5II13,S5II22,S5II23,S5II27,S5STM,S5STNL,S5II30,S5II34,S5IIF3,S5BAL,S5CRD1,S5CRD2,S5IDBD,S5IFQD,S5LCDD,S5NCDD,S5RFQD,S5LRED,S5NRDD,S5AIMD,S5AM1D,S5AM2D,S5IM1D,S5IM2D,S5IM3D,S5IIMD,S5IM4D,S5IM5D,S5AM4D,S5PRVD,S5PL1D,S5PL2D,S5BRRD,S5DRRD,S5TRCD,S5RATD,S5RTMD,S5PEGD,S5II53,S5IID0,S5IIH0,S5BLV,S5CRC1,S5CRC2,S5IDBC,S5IFQC,S5LCDC,S5NCDC,S5RFQC,S5LREC,S5NRDC,S5AIMC,S5AM1C,S5AM2C,S5IM1C,S5IM2C,S5IM3C,S5IIMC,S5IM4C,S5IM5C,S5AM4C,S5PRVC,S5PL1C,S5PL2C,S5BRRC,S5DRRC,S5TRCC,S5RATC,S5RTMC,S5PEGC,S5YFWD,S5ODL,S5PDR,S5IIA4,S5PEN,S5DLM,S5CTYP,S5DTEB,S5CBAL,S5OBR,S5ODR,S5APRD,S5APRC,S5DAPR,S5CAPR,S5IIFD,S5IBFD,S5VAFD,S5DINA,S5DONA,S5NAID,S5NIID,S5NA1D,S5NI2D,S5NI3D,S5NA4D,S5IFQB,S5NCDB,S5AODL,S5DODL,S5POOL,S5FM2C,S5FM2D,S5BM2C,S5BM2D,S5RCAL,S5SCC,S5EXC,S5RCCY,S5IM6D,S5IM7D,S5IM8D,S5IM9D,S5IM6C,S5IM7C,S5IM8C,S5IM9C,S5NI6D,S5NI7D,S5NI9D,S5BM6D,S5FM6D,S5BM9D,S5FM9D,S5BM6C,S5FM6C,S5BM9C,S5FM9C,S5CONR,S5CONP,S5TAXM,S5CONZ,S5CONX,S5RDTE,S5IACF
0003,367746,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,010908,,,,,,,,769837,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,885146,,,,,,,,714982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,945712,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,320619,,,,,,,,943985,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,861823,,,,,,,,333809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,721456,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,720715,,,,,,,,551627,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,841100,,,,,,,,247430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,219250,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,360125,,,,,,,,695896,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,218031,,,,,,,,764955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,548367,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,880607,,,,,,,,160991,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,576970,,,,,,,,732139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,986186,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,150710,,,,,,,,633641,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,131264,,,,,,,,605505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,926185,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,190104,,,,,,,,796866,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,879519,,,,,,,,275010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,885373,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,531123,,,,,,,,906972,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,127,,,,,,,,286201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,753285,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,090312,,,,,,,,215397,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,816778,,,,,,,,242600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,723802,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,540105,,,,,,,,527043,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,603469,,,,,,,,103376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,250568,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,540102,,,,,,,,493658,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,668932,,,,,,,,705501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,804807,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,120310,,,,,,,,326250,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,894375,,,,,,,,616891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,142382,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,380711,,,,,,,,276392,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,41703,,,,,,,,44623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,381132,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,470410,,,,,,,,29982,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,179845,,,,,,,,575134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,343778,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,090730,,,,,,,,803869,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,590140,,,,,,,,450783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,716519,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,880615,,,,,,,,630085,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,482060,,,,,,,,625075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,399709,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,341212,,,,,,,,217006,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,500125,,,,,,,,402475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,861387,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,150725,,,,,,,,190536,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,93061,,,,,,,,700577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,877580,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,001011,,,,,,,,234645,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,216784,,,,,,,,474813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,521774,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,520120,,,,,,,,363757,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,211093,,,,,,,,217274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,521929,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,011009,,,,,,,,417722,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,635374,,,,,,,,506927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,364685,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,760524,,,,,,,,795662,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,757290,,,,,,,,354551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,303621,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,190127,,,,,,,,745109,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,68155,,,,,,,,229041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,254336,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,130405,,,,,,,,2861,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,763964,,,,,,,,907063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,956859,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,941012,,,,,,,,98702,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,269340,,,,,,,,813970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,574490,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,560219,,,,,,,,689574,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,834499,,,,,,,,58237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,102268,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,130519,,,,,,,,990806,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,445967,,,,,,,,366485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,741122,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,501217,,,,,,,,71677,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,60921,,,,,,,,595282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,985003,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,970428,,,,,,,,379399,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,472623,,,,,,,,539905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,863669,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,391210,,,,,,,,319950,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,984572,,,,,,,,355428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,335426,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,990311,,,,,,,,23206,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,5251,,,,,,,,436915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,682901,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,360918,,,,,,,,753654,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,693794,,,,,,,,67350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,217051,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,830321,,,,,,,,817491,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,864025,,,,,,,,794294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,260929,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,590902,,,,,,,,784236,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,518207,,,,,,,,15885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,886776,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,120731,,,,,,,,105432,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,93553,,,,,,,,273262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,607491,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,190808,,,,,,,,131951,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,421039,,,,,,,,137093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,437901,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,001212,,,,,,,,427405,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,30886,,,,,,,,919350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,219179,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,020412,,,,,,,,157788,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,307198,,,,,,,,789339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,662076,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,121218,,,,,,,,803544,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,786008,,,,,,,,387638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,850279,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,910722,,,,,,,,607923,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,118039,,,,,,,,965998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,193149,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,611031,,,,,,,,148477,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,23134,,,,,,,,703930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,217668,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,670528,,,,,,,,840846,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,303507,,,,,,,,273798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,345252,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,951206,,,,,,,,275962,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,671922,,,,,,,,763790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,326645,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,241206,,,,,,,,355597,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,543279,,,,,,,,271670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,412192,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,710927,,,,,,,,44068,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,215838,,,,,,,,728744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,269405,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,460319,,,,,,,,552268,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,384179,,,,,,,,840695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,839061,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,900621,,,,,,,,225768,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,243689,,,,,,,,878966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,210624,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,211016,,,,,,,,783052,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,986575,,,,,,,,583930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,514854,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,710819,,,,,,,,591839,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,571810,,,,,,,,459709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,839184,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,130627,,,,,,,,507223,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,126092,,,,,,,,372137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,969624,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,260424,,,,,,,,482472,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,118226,,,,,,,,846044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,148294,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,910503,,,,,,,,969702,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,826010,,,,,,,,605802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,471811,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,210215,,,,,,,,292796,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,364144,,,,,,,,774338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,716973,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,070112,,,,,,,,700039,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,834956,,,,,,,,142536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,349279,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,120118,,,,,,,,724130,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,918606,,,,,,,,807466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,909198,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,940615,,,,,,,,961635,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,377713,,,,,,,,820312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,432718,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,490402,,,,,,,,836581,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,912617,,,,,,,,424738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,831559,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,600614,,,,,,,,196070,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,253619,,,,,,,,597125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,189338,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,370609,,,,,,,,507917,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,965027,,,,,,,,815658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,739882,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,371110,,,,,,,,169920,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,275234,,,,,,,,88777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,292583,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,620923,,,,,,,,136970,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,904129,,,,,,,,476948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,947133,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,100615,,,,,,,,620425,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,819917,,,,,,,,869983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,103323,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,800525,,,,,,,,463391,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,731066,,,,,,,,383913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,379454,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,610215,,,,,,,,505206,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,876049,,,,,,,,731938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,484291,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,540201,,,,,,,,105258,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,813155,,,,,,,,135633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,428504,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,161117,,,,,,,,594176,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,810451,,,,,,,,263213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,985589,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,220405,,,,,,,,185004,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,840878,,,,,,,,241735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,907283,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,810413,,,,,,,,586604,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,427517,,,,,,,,202981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,389687,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,670717,,,,,,,,139813,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,336994,,,,,,,,206691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,582930,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,880912,,,,,,,,301151,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,378307,,,,,,,,710391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,315109,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,830225,,,,,,,,380073,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,177000,,,,,,,,513424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,113043,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,110807,,,,,,,,69968,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,438427,,,,,,,,387266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,569740,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,421024,,,,,,,,593785,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,427186,,,,,,,,140408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
